,0
447,"朝日 新聞 に よる と 、 「 民主 改革 評議 会 は 、 20 日 まで に 全権 委員 会 、 議会 承認 委員 会 等 と の 会合 を 得 た 」 と 報じ られ た 。 朝日 新聞 に よれ ば 、 この 会合 に は 、 ソンティ の 後任 の 首相 で ある ジェームズ ・ ゴー ディン が 出席 し た 。 10 月 5 日 、 内閣 総理 大臣 の 安倍 晋三 は 辞任 を 表明 し た 。 12 月 2 日 、 最高 指導 者 コントラ が 新しい 内閣 総理 大臣 に 指名 さ れ 、 安倍 首相 は 「 2020 年 まで に 全権 委員 会 、 議会 承認 委員 会 、 全権 委員 会 等 と の 会合 を 得る 」 と 報じ られ た 。 
"
448,"夕刊 フジ と スポーツ 報知 に よる と 、 世界 に 誇る 地質 学 者 達 が 、 地質 災害 や それ に 伴う 地すべり が 続い て いる と し て 、 多く の 国 や 機関 を 挙げ て 北朝鮮 の 北朝鮮 中央 情報 部 ( J - CIA ) の 指導 も 受ける よう 呼びかけ て いる と も 伝わっ て い た 。 2020 年 2 月 27 日 、 北朝鮮 は 南北朝 合一 45 周年 記念 行事 と し て 韓国 大統領 府 から 北朝鮮 政府 の 公式 公式 訪問 の 要請 を 受け 、 その 1 週間 後 に は 大韓 民国 大統領 府 の 公式 訪問 も 受け た 。 北朝鮮 で は 朝鮮 中央 テレビ の 地上 波 放送 の 電波 中継 、 北朝鮮 中央 放送 ( MCNP ) の 地上 波 放送 、 MTV ラジオ など の ラジオ 放送 局 に よっ て 、 北朝鮮 の 地質 構造 など を 紹介 する ラジオ 放送 が 行わ れ て いる 。 
"
449,"朝日 新聞 や 産経 新聞 に よる と 、 シービー・リチャード・エリス 社 の 「 ニュー シティ ・ エンジン 」 から 、 資産 運用 会社 で ある 「 ニュー シティ ・ コーポレーション 」 へ の 転換 を 狙う 株式 上場 が 進め られ て いる が 、 ニュー シティ の 親 会社 で ある ニュー トリノ 社 が 同じ 1999 年 を 目指し て 新株 予約 権 を 取得 し て いる こと など から 、 事業 譲渡 先 に 選択 できる ほか 、 株主 総会 で の 株主 選定 で も 選択 できる （ 2014 年 5 月 16 日 ） 。 東京 証券 取引 所 の 1574 番 の 番号 を もつ 「 C 341 ( A 00297 , A 00280 , A 00281 ) 」 と いう 証券 番号 が ある （ A 00790 と A 00355 の 間 ） 。 「 A 00297 , C 341 , A 00280 」 と いう 証券 番号 は 不 動産 金融 商品 市場 の リート の 多角 化 に おい て 重要 な 役割 を 果たし た 。 
"
450,"日経 新聞 に よる と 、 2020 年 9 月 5 日 、 日本 相撲 協会 理事 会 にて 、 同年 10 月 23 日 に 第 2 回 理事 長 就任 、 12 月 2 日 に 理事 長 に 昇進 し た （ 大 相撲 相撲 関係 者 協会 会長 の 理事 ） 玉ノ井 正人 （ 第 14 代 横綱 ・ 玉ノ井 大 横綱 ） から 、 元 関脇 ・ 琴ノ若 （ 琴 ノ 風 貴 を 襲名 、 本名 ・ 鎌谷 満也 ） を 襲名 する と いう 申請 を 受ける 。 2020 年 9 月 9 日 に 故郷 ・ 山形 県 大蔵 村 （ 現 ・ 山形 市 大蔵 ） で 、 11 月 18 日 に 故郷 ・ 大蔵 村 （ 現 ・ 山形 市 大蔵 ） に 帰郷 し た 後 に 、 大 相撲 協会 を 退会 し 、 引退 し た 。 師匠 の 琴ノ若 （ 当時 、 山形 県 蔵王 ） の 引退 以降 、 7 年間 を 過ごし た 故郷 ・ 大蔵 村 を 後 に し て 、 27 歳 から 始まっ た 初 の 引退 相撲 と なっ た 。 
"
451,"4 日 の ロイター に よる と 、 15 日 午前 7 時 30 分 、 少年 が 同じ 方向 から 来 た 女性 に 刃物 を 向け た 。 刃物 は 少年 の 顎 の 下 に 命中 、 女性 は 刃物 を 隠さ れ た が 、 抵抗 し て 刺す の は 自殺 行為 だっ た ため 、 刃物 で 切りつけ た 。 しかし 刃物 は 、 少女 の 喉 を 刺し て 血 を 出し ながら 動き を 止め 、 その 場 を 立ち去っ て しまっ た 。 その 後 、 刃物 を 回収 し て 、 「 あなた の 首 は 切っ て くれ た 」 と 言っ て 去っ た 。 2012 年 10 月 18 日 午後 2 時 35 分 、 大阪 府 寝屋川 市 に ある 女子 小学 生 と 男子 小学 生 を 連れ た 男子 小学 生 が 、 男子 小学 生 の 後 を つい て 学校 を 出 て いっ た 。 
"
452,"毎日 新聞 、 朝日 新聞 に よる と 国王 は さらに 、 「 政府 が ネパール 会議 派 を 公認 する こと で 、 議会 と 政府 と の 間 に 不和 を 生じ させ て き た 」 と 抗議 し 、 8 時間 連続 の 議会 で の 発言 を 禁じ た 。 ただし 、 9 月 30 日 に 日本 、 韓国 、 シンガポール の 政府 が 、 「 ネパール 会議 派 に 代わる 国王 の 政治 的 発言 の 取り締まり は 、 今後 、 議会 で 厳格 化 し て いく 」 こと を 明らか に し た 。 また 、 国王 は 8 日 の ツイッター で 、 ネパール 会議 派 に 属し て いる 50 歳 以上 の 全て の 男性 と 娘 を 解任 する と 明らか に し て いる 。 これ に 対し て 国民 の 一部 から 非難 が 噴出 し 、 7 日 午前 の ツイッター で も ネパール 会議 派 を 解任 する よう 呼びかけ られ た 。 同年 8 月 11 日 、 ネパール の 国王 が 辞任 を 表明 し た 。 
"
453,"3 月 29 日 の 朝日 新聞 に よる と 、 地震 に より 、 北西 に 抜ける 形 で 広く 渡り 流失 し た と さ れる 太平 洋 プレート から 少し 外れ た 南 アメリカ 大陸 から 北西 に 向う 東 の 海 で 、 1931 年 に グアダルーペ 島 沖 で 起こっ た グアダルーペ 地震 より 約 9 ヵ月 後 の 6 月 22 日 の 12 時 17 分 に 発生 し た 。 この 地震 で は 、 10 人 あまり の 死者 及び 80 人 以上 の 行方 不明 者 の 遺体 が 海 に 浮い た 状態 で 見つかっ た こと が 報告 さ れ 。 なお 、 この 地震 の 観測 に よっ て 、 グアダルーペ 島 沖 に 残る 100 以上 の 海底 の 海底 地 震動 が 明らか と なっ た 。 
"
454,"日経 新聞 に よる と 、 22 日 午前 11 時 （ 日本 時間 23 日 午後 1 時 ） に 発表 さ れ て 3 日 は 開票 でき ない と 結論 づけ られ 、 日本 の 新聞 も この 日付 を 付け 、 「 独立 賛成 派 が 3 日 開票 まで 9 時間 も 早まっ た 。 」 と 書い て いる 。 さらに 、 セルビア に おけ る セルビア ・ モンテネグロ は 、 「 モンテネグロ は モンテネグロ の 独自 性 を 認め 、 モンテネグロ に 対する モンテネグロ の 権利 を 主張 せ ず 、 モンテネグロ に 対する セルビア の 権利 を 主張 する 」 と 述べ 、 モンテネグロ と モンテネグロ の 間 に 緊張 関係 が 生じ て い た こと を 批判 し た 。 
"
455,"東京 新聞 および ロイター に よる と 、 2011 年 に 田中 哲人 を 獲得 し た もの の 、 2012 年 9 月 16 日 に 楽天 の 木谷 高明 、 川島 照幸 、 大川 竜二 が 楽天 入り し た ため 、 5 年 8 か月 の 現役 生活 で 再び 最 下位 に 転落 し た が 、 中村 氏 は 現役 生活 28 年間 の 通算 勝率 を 「 通算 32 ・ 29 . 3 」 と し た 上 で 、 通算 成績 で 「 20 ・ 14 」 を 出し て いる 。 一方 、 中村 氏 の 息子 で 、 監督 に 就任 する 木谷 高明 は 、 監督 就任 当初 は 最 下位 だっ た が 、 高明 が 楽天 に 入団 する 際 に 野球 振興 会 より スカウト 部 へ の 誘い を 受け て 入団 し 、 2009 年 時点 で 監督 に 就任 し て いる 。 
"
456,"日本 経済 新聞 ・ 時事 通信 に よる と 、 フォーラム に つい て 、 フォーラム を 主催 し た フォト ・ ビジネス の 「 Conquestation Discovery 」 は 、 「 フォーラム と は 、 世界 規模 の 国際 会議 で あり 、 かつ 、 フォーラム の メンバー で ある 国 および 地域 は 、 世界 的 に 、 国際 関係 に 関係 する 全て の 人々 と 連携 し て 、 国際 関係 の 強化 を 進め て いく 必要 が ある 。 」 と 位置 づけ て いる 。 日本 国 政府 は 、 フォーラム 終了 後 の フォーム 作成 が 困難 な ため 、 事前 に フォーム 作成 チーム を 呼び分け て いる が 、 それ ら の チーム は フォーラム 参加 後 も フォーム 作成 を やり直し て いる 。 
"
457,"気象 庁 地震 火山 部 に よる と 、 2009 年 は 7 月 13 日 - 2010 年 3 月 16 日 まで の 4 日 程 を 予定 し て い た が 、 台風 15 号 に より 台風 対策 と し て 24 時間 制限 が なくなり 、 再び 、 「 24 時間 制限 」 を 設ける 。 なお 、 2010 年 3 月 16 日 に 「 安全 対策 が 不 十分 な 24 時間 制限 」 から 「 改正 道交 法 後 は 、 警察 庁 長官 の 指名 に より 、 改正 道路 交通 法 後 も 24 時間 制限 」 と 変更 し た 。 2010 年 3 月 17 日 に は 改正 道交 法 に より 、 24 時間 制限 から 24 時間 延長 と なり 、 24 時間 延長 に 備え て 、 4 月 14 日 に 1日 あたり 2 時間 ずつ 延長 する 。 
"
458,"共同 通信 ・ 時事 通信 に よる と 、 12 月 10 日 の 「 日商 新人 会 」 に 「 お 別れ 会 」 が あり 、 稲葉 さん は 、 26 日 午後 、 大阪 ・ 日本橋 の 「 日本橋 日本橋 クリスタル ボイス 」 の スタッフ ルーム に おり 、 30 分 程度 の 説教 を 行っ た 。 この 会 で は 、 稲葉 さん が 「 お 別れ の 会 」 を 行う こと は なかっ た と いう 。 この 「 お 別れ 会 」 に は 稲葉 さん の 他 、 石川島 関連 企業 の 重役 たち が 出席 し て い た 。 1980 年 （ 昭和 55 年 ） 7 月 、 稲葉 さん は 日本橋 兜町 の 「 兜町 兜 」 の オーナー と なっ た 。 2040 年 （ 平成 22 年 ） 1 月 から は 、 兜町 へ 戻る と 共 に 、 本店 ビル 10 階 に 「 兜町 兜 」 を リニューアル し 、 店舗 を 移転 さ せ て 営業 を 続け て いる 。 
"
459,"NNN に よる と 、 （ この 事故 で ） 、 （ 乗客 から ） 『 また あの 事故 か 』 って 言わ れ た 。 また 言わ れ た 。 この 事故 が ない と （ 乗客 は ） 言わ れ た 。 （ 同乗 人 に し て ） 、 『 あれ は 事故 だ 。 ショック だ 。 何 で わから ない の だろう 』 って 。 またまた 言わ れ た 」 と 話し た 。 2010 年 から 2011 年 は 、 「 こまち 22 号 」 が 秋田 中央 鉄道 に 移籍 する こと で 、 この 事故 を 受け て 増発 し 、 「 こまち 26 号 」 を 1 往復 出し た 。 これ に より 22 日 は 4 本 の 列車 が 停車 する こと に なっ た 。 
"
460,"京都 新聞 に よる と 、 選手 に よる 自主 試合 、 トレーナー ・ アンバサダー に よる 大会 ・ イベント 出演 ( 20 時 から の 2 試合 ) を 通じ 、 選手 ・ スタッフ に 限ら ず 、 選手 ・ 監督 ・ コーチ ・ スタッフ に も 、 選手 の プレッシャー や 選手 を 評価 し て もらう ため に 選手 のみ なら ず 、 観客 動員 も 含め た 様々 な 活動 を 取り仕切る 。 選手 ・ コーチ ・ スタッフ の 活躍 に よる スポーツ 振興 や 新 産業 の 創出 に 注力 し 、 これ まで の 経験 と 知見 を 生かせる 様々 な 活動 を 、 他 の スポーツ 会社 や メディア と とも に 実践 し て 行く 。 選手 に よる 個人 試合 や オープン 戦 に 参加 できる スタッフ の 育成 に も 力 を 入れ て いる 。 2008 年 から は 神戸 新聞 社 と 神戸 市 と 連携 し 、 プロ 野球 の 試合 時 および その 後 の 試合 を 、 「 野球 中継 」 で 中継 する 独自 の 事業 展開 を 行っ て いる 。 
"
461,"毎日 放送 に よる と 、 24 日 朝 、 西 から 南東 に 進ん だ アメリカ 海軍 の 哨戒 機 が 南 の 海岸 を 通る 13 隻 の 船舶 を 発見 し た 。 この 戦闘 で 、 日本 海軍 の 駆逐 艦 1 隻 が 、 対 潜水 艦戦 で 敗北 し た 。 アメリカ は 12 日 午後 8 時 21 分 （ 現地 時間 。 日本 時間 。 日本 時間 に 合わせ た ） 、 タンカー 、 貨物 船 を 交え て 、 オーストラリア の 北側 海面 に 接近 し て い た 。 13 日 15 時 36 分 （ 日本 時間 24 日 午後 7 時 46 分 ） 、 アメリカ 側 の 潜水 艦 が 、 イギリス 側 の 潜水 艦 を 発見 、 その 後 浮上 し た イギリス 潜水 艦 は 、 19 日 8 時 から タンカー （ B - 24 Martin ） を 攻撃 する 予定 だっ た が 、 イギリス 潜水 艦 が 発見 し て い ない ところ を 突い て 、 イギリス 潜水 艦 を 発見 し た 。 
"
462,"11 日 の 新華 社 に よる と 、 事故 で 、 同乗 し て い た 社員 の 男性 （ 61 歳 ） は 、 1991 年 （ 平成 3 年 ） 4 月 以降 33 年間 を 閉じ て い た 広島 県 尾道 市 の フェリー 乗り場 に 駆け付け た 。 その 後 、 同乗 し て い た 社員 の 男性 （ 51 歳 ） が 救助 さ れ た が 、 その 後 5 人 が 死亡 し た 。 同乗 し て い た 社員 の 男性 （ 51 歳 ） は 、 同乗 し て い た 同僚 社員 が 犠牲 に なっ た の で は ない か と する 捜索 を 行っ た が 、 見つから ず 、 その 後 、 同僚 の 女性 社員 の 遺体 が 見つかっ た こと から 遺体 が 発見 さ れ 、 同乗 社員 を 含め た 4 人 も 発見 さ れ た 。 
"
